
Dos 99984 pacotes recebidos:
Pacote #5027 <0> OK
Pacote #5028 <0> OK
Pacote #5029 <0> OK
Pacote #5030 <0> OK
Pacote #5031 <0> OK
Pacote #5032 <0> OK
Pacote #5033 <0> OK
Pacote #5034 <0> OK
Pacote #5035 <0> OK
Pacote #5036 <0> OK
Pacote #5037 <0> OK
Pacote #5038 <0> OK
Pacote #5039 <0> OK
Pacote #5040 <0> OK
Pacote #5041 <0> OK
Pacote #5042 <0> OK
Pacote #5043 <0> OK
Pacote #5044 <0> OK
Pacote #5045 <0> OK
Pacote #5046 <0> OK
Pacote #5047 <0> OK
Pacote #5048 <0> OK
Pacote #5049 <0> OK
Pacote #5050 <0> OK
Pacote #5051 <0> OK
Pacote #5052 <0> OK
Pacote #5053 <0> OK
Pacote #5054 <0> OK
Pacote #5055 <0> OK
Pacote #5056 <0> OK
Pacote #5057 <0> OK
Pacote #5058 <0> OK
Pacote #5059 <0> OK
Pacote #5060 <0> OK
Pacote #5061 <0> OK
Pacote #5062 <0> OK
Pacote #5063 <0> OK
Pacote #5064 <0> OK
Pacote #5065 <0> OK
Pacote #5066 <0> OK
Pacote #5067 <0> OK
Pacote #5068 <0> OK
Pacote #5069 <0> OK
Pacote #5070 <0> OK
Pacote #5071 <0> OK
Pacote #5072 <0> OK
Pacote #5073 <0> OK
Pacote #5074 <0> OK
Pacote #5075 <0> OK
Pacote #5076 <0> OK
Pacote #5077 <0> OK
Pacote #5078 <0> OK
Pacote #5079 <0> OK
Pacote #5080 <0> OK
Pacote #5081 <0> OK
Pacote #5082 <0> OK
Pacote #5083 <0> OK
Pacote #5084 <0> OK
Pacote #5085 <0> OK
Pacote #5086 <0> OK
Pacote #5087 <0> OK
Pacote #5088 <0> OK
Pacote #5089 <0> OK
Pacote #5090 <0> OK
Pacote #5091 <0> OK
Pacote #5092 <0> OK
Pacote #5093 <0> OK
Pacote #5094 <0> OK
Pacote #5095 <0> OK
Pacote #5096 <0> OK
Pacote #5097 <0> OK
Pacote #5098 <0> OK
Pacote #5099 <0> OK
Pacote #5100 <0> OK
Pacote #5101 <0> OK
Pacote #5102 <0> OK
Pacote #5103 <0> OK
Pacote #5104 <0> OK
Pacote #5105 <0> OK
Pacote #5106 <0> OK
Pacote #5107 <0> OK
Pacote #5108 <0> OK
Pacote #5109 <0> OK
Pacote #5110 <0> OK
Pacote #5111 <0> OK
Pacote #5112 <0> OK
Pacote #5113 <0> OK
Pacote #5114 <0> OK
Pacote #5115 <0> OK
Pacote #5116 <0> OK
Pacote #5117 <0> OK
Pacote #5118 <0> OK
Pacote #5119 <0> OK
Pacote #5120 <0> OK
Pacote #5121 <0> OK
Pacote #5122 <0> OK
Pacote #5123 <0> OK
Pacote #5124 <0> OK
Pacote #5125 <0> OK
Pacote #5126 <0> OK
Pacote #5127 <0> OK
Pacote #5128 <0> OK
Pacote #5129 <0> OK
Pacote #5130 <0> OK
Pacote #5131 <0> OK
Pacote #5132 <0> OK
Pacote #5133 <0> OK
Pacote #5134 <0> OK
Pacote #5135 <0> OK
Pacote #5136 <0> OK
Pacote #5137 <0> OK
Pacote #5138 <0> OK
Pacote #5139 <0> OK
Pacote #5140 <0> OK
Pacote #5141 <0> OK
Pacote #5142 <0> OK
Pacote #5143 <0> OK
Pacote #5144 <0> OK
Pacote #5145 <0> OK
Pacote #5146 <0> OK
Pacote #5147 <0> OK
Pacote #5148 <0> OK
Pacote #5149 <0> OK
Pacote #5150 <0> OK
Pacote #5151 <0> OK
Pacote #5152 <0> OK
Pacote #5153 <0> OK
Pacote #5154 <0> OK
Pacote #5155 <0> OK
Pacote #5156 <0> OK
Pacote #5157 <0> OK
Pacote #5158 <0> OK
Pacote #5159 <0> OK
Pacote #5160 <0> OK
Pacote #5161 <0> OK
Pacote #5162 <0> OK
Pacote #5163 <0> OK
Pacote #5164 <0> OK
Pacote #5165 <0> OK
Pacote #5166 <0> OK
Pacote #5167 <0> OK
Pacote #5168 <0> OK
Pacote #5169 <0> OK
Pacote #5170 <0> OK
Pacote #5171 <0> OK
Pacote #5172 <0> OK
Pacote #5173 <0> OK
Pacote #5174 <0> OK
Pacote #5175 <0> OK
Pacote #5176 <0> OK
Pacote #5177 <0> OK
Pacote #5178 <0> OK
Pacote #5179 <0> OK
Pacote #5180 <0> OK
Pacote #5181 <0> OK
Pacote #5182 <0> OK
Pacote #5183 <0> OK
Pacote #5184 <0> OK
Pacote #5185 <0> OK
Pacote #5186 <0> OK
Pacote #5187 <0> OK
Pacote #5188 <0> OK
Pacote #5189 <0> OK
Pacote #5190 <0> OK
Pacote #5191 <0> OK
Pacote #5192 <0> OK
Pacote #5193 <0> OK
Pacote #5194 <0> OK
Pacote #5195 <0> OK
Pacote #5196 <0> OK
Pacote #5197 <0> OK
Pacote #5198 <0> OK
Pacote #5199 <0> OK
Pacote #5200 <0> OK
Pacote #5201 <0> OK
Pacote #5202 <0> OK
Pacote #5203 <0> OK
Pacote #5204 <0> OK
Pacote #5205 <0> OK
Pacote #5206 <0> OK
Pacote #5207 <0> OK
Pacote #5208 <0> OK
Pacote #5209 <0> OK
Pacote #5210 <0> OK
Pacote #5211 <0> OK
Pacote #5212 <0> OK
Pacote #5213 <0> OK
Pacote #5214 <0> OK
Pacote #5215 <0> OK
Pacote #5216 <0> OK
Pacote #5217 <0> OK
Pacote #5218 <0> OK
Pacote #5219 <0> OK
Pacote #5220 <0> OK
Pacote #5221 <0> OK
Pacote #5222 <0> OK
Pacote #5223 <0> OK
Pacote #5224 <0> OK
Pacote #5225 <0> OK
Pacote #5226 <0> OK
Pacote #5227 <0> OK
Pacote #5228 <0> OK
Pacote #5229 <0> OK
Pacote #5230 <0> OK
Pacote #5231 <0> OK
Pacote #5232 <0> OK
Pacote #5233 <0> OK
Pacote #5234 <0> OK
Pacote #5235 <0> OK
Pacote #5236 <0> OK
Pacote #5237 <0> OK
Pacote #5238 <0> OK
Pacote #5239 <0> OK
Pacote #5240 <0> OK
Pacote #5241 <0> OK
Pacote #5242 <0> OK
Pacote #5243 <0> OK
Pacote #5244 <0> OK
Pacote #5245 <0> OK
Pacote #5246 <0> OK
Pacote #5247 <0> OK
Pacote #5248 <0> OK
Pacote #5249 <0> OK
Pacote #5250 <0> OK
Pacote #5251 <0> OK
Pacote #5252 <0> OK
Pacote #5253 <0> OK
Pacote #5254 <0> OK
Pacote #5255 <0> OK
Pacote #5256 <0> OK
Pacote #5257 <0> OK
Pacote #5258 <0> OK
Pacote #5259 <0> OK
Pacote #5260 <0> OK
Pacote #5261 <0> OK
Pacote #5262 <0> OK
Pacote #5263 <0> OK
Pacote #5264 <0> OK
Pacote #5265 <0> OK
Pacote #5266 <0> OK
Pacote #5267 <0> OK
Pacote #5268 <0> OK
Pacote #5269 <0> OK
Pacote #5270 <0> OK
Pacote #5271 <0> OK
Pacote #5272 <0> OK
Pacote #5273 <0> OK
Pacote #5274 <0> OK
Pacote #5275 <0> OK
Pacote #5276 <0> OK
Pacote #5277 <0> OK
Pacote #5278 <0> OK
Pacote #5279 <0> OK
Pacote #5280 <0> OK
Pacote #5281 <0> OK
Pacote #5282 <0> OK
Pacote #5283 <0> OK
Pacote #5284 <0> OK
Pacote #5285 <0> OK
Pacote #5286 <0> OK
Pacote #5287 <0> OK
Pacote #5288 <0> OK
Pacote #5289 <0> OK
Pacote #5290 <0> OK
Pacote #5291 <0> OK
Pacote #5292 <0> OK
Pacote #5293 <0> OK
Pacote #5294 <0> OK
Pacote #5295 <0> OK
Pacote #5296 <0> OK
Pacote #5297 <0> OK
Pacote #5298 <0> OK
Pacote #5299 <0> OK
Pacote #5300 <0> OK
Pacote #5301 <0> OK
Pacote #5302 <0> OK
Pacote #5303 <0> OK
Pacote #5304 <0> OK
Pacote #5305 <0> OK
Pacote #5306 <0> OK
Pacote #5307 <0> OK
Pacote #5308 <0> OK
Pacote #5309 <0> OK
Pacote #5310 <0> OK
Pacote #5311 <0> OK
Pacote #5312 <0> OK
Pacote #5313 <0> OK
Pacote #5314 <0> OK
Pacote #5315 <0> OK
Pacote #5316 <0> OK
Pacote #5317 <0> OK
Pacote #5318 <0> OK
Pacote #5319 <0> OK
Pacote #5320 <0> OK
Pacote #5321 <0> OK
Pacote #5322 <0> OK
Pacote #5323 <0> OK
Pacote #5324 <0> OK
Pacote #5325 <0> OK
Pacote #5326 <0> OK
Pacote #5327 <0> OK
Pacote #5328 <0> OK
Pacote #5329 <0> OK
Pacote #5330 <0> OK
Pacote #5331 <0> OK
Pacote #5332 <0> OK
Pacote #5333 <0> OK
Pacote #5334 <0> OK
Pacote #5335 <0> OK
Pacote #5336 <0> OK
Pacote #5337 <0> OK
Pacote #5338 <0> OK
Pacote #5339 <0> OK
Pacote #5340 <0> OK
Pacote #5341 <0> OK
Pacote #5342 <0> OK
Pacote #5343 <0> OK
Pacote #5344 <0> OK
Pacote #5345 <0> OK
Pacote #5346 <0> OK
Pacote #5347 <0> OK
Pacote #5348 <0> OK
Pacote #5349 <0> OK
Pacote #5350 <0> OK
Pacote #5351 <0> OK
Pacote #5352 <0> OK
Pacote #5353 <0> OK
Pacote #5354 <0> OK
Pacote #5355 <0> OK
Pacote #5356 <0> OK
Pacote #5357 <0> OK
Pacote #5358 <0> OK
Pacote #5359 <0> OK
Pacote #5360 <0> OK
Pacote #5361 <0> OK
Pacote #5362 <0> OK
Pacote #5363 <0> OK
Pacote #5364 <0> OK
Pacote #5365 <0> OK
Pacote #5366 <0> OK
Pacote #5367 <0> OK
Pacote #5368 <0> OK
Pacote #5369 <0> OK
Pacote #5370 <0> OK
Pacote #5371 <0> OK
Pacote #5372 <0> OK
Pacote #5373 <0> OK
Pacote #5374 <0> OK
Pacote #5375 <0> OK
Pacote #5376 <0> OK
Pacote #5377 <0> OK
Pacote #5378 <0> OK
Pacote #5379 <0> OK
Pacote #5380 <0> OK
Pacote #5381 <0> OK
Pacote #5382 <0> OK
Pacote #5383 <0> OK
Pacote #5384 <0> OK
Pacote #5385 <0> OK
Pacote #5386 <0> OK
Pacote #5387 <0> OK
Pacote #5388 <0> OK
Pacote #5389 <0> OK
Pacote #5390 <0> OK
Pacote #5391 <0> OK
Pacote #5392 <0> OK
Pacote #5393 <0> OK
Pacote #5394 <0> OK
Pacote #5395 <0> OK
Pacote #5396 <0> OK
Pacote #5397 <0> OK
Pacote #5398 <0> OK
Pacote #5399 <0> OK
Pacote #5400 <0> OK
Pacote #5401 <0> OK
Pacote #5402 <0> OK
Pacote #5403 <0> OK
Pacote #5404 <0> OK
Pacote #5405 <0> OK
Pacote #5406 <0> OK
Pacote #5407 <0> OK
Pacote #5408 <0> OK
Pacote #5409 <0> OK
Pacote #5410 <0> OK
Pacote #5411 <0> OK
Pacote #5412 <0> OK
Pacote #5413 <0> OK
Pacote #5414 <0> OK
Pacote #5415 <0> OK
Pacote #5416 <0> OK
Pacote #5417 <0> OK
Pacote #5418 <0> OK
Pacote #5419 <0> OK
Pacote #5420 <0> OK
Pacote #5421 <0> OK
Pacote #5422 <0> OK
Pacote #5423 <0> OK
Pacote #5424 <0> OK
Pacote #5425 <0> OK
Pacote #5426 <0> OK
Pacote #5427 <0> OK
Pacote #5428 <0> OK
Pacote #5429 <0> OK
Pacote #5430 <0> OK
Pacote #5431 <0> OK
Pacote #5432 <0> OK
Pacote #5433 <0> OK
Pacote #5434 <0> OK
Pacote #5435 <0> OK
Pacote #5436 <0> OK
Pacote #5437 <0> OK
Pacote #5438 <0> OK
Pacote #5439 <0> OK
Pacote #5440 <0> OK
Pacote #5441 <0> OK
Pacote #5442 <0> OK
Pacote #5443 <0> OK
Pacote #5444 <0> OK
Pacote #5445 <0> OK
Pacote #5446 <0> OK
Pacote #5447 <0> OK
Pacote #5448 <0> OK
Pacote #5449 <0> OK
Pacote #5450 <0> OK
Pacote #5451 <0> OK
Pacote #5452 <0> OK
Pacote #5453 <0> OK
Pacote #5454 <0> OK
Pacote #5455 <0> OK
Pacote #5456 <0> OK
Pacote #5457 <0> OK
Pacote #5458 <0> OK
Pacote #5459 <0> OK
Pacote #5460 <0> OK
Pacote #5461 <0> OK
Pacote #5462 <0> OK
Pacote #5463 <0> OK
Pacote #5464 <0> OK
Pacote #5465 <0> OK
Pacote #5466 <0> OK
Pacote #5467 <0> OK
Pacote #5468 <0> OK
Pacote #5469 <0> OK
Pacote #5470 <0> OK
Pacote #5471 <0> OK
Pacote #5472 <0> OK
Pacote #5473 <0> OK
Pacote #5474 <0> OK
Pacote #5475 <0> OK
Pacote #5476 <0> OK
Pacote #5477 <0> OK
Pacote #5478 <0> OK
Pacote #5479 <0> OK
Pacote #5480 <0> OK
Pacote #5481 <0> OK
Pacote #5482 <0> OK
Pacote #5483 <0> OK
Pacote #5484 <0> OK
Pacote #5485 <0> OK
Pacote #5486 <0> OK
Pacote #5487 <0> OK
Pacote #5488 <0> OK
Pacote #5489 <0> OK
Pacote #5490 <0> OK
Pacote #5491 <0> OK
Pacote #5492 <0> OK
Pacote #5493 <0> OK
Pacote #5494 <0> OK
Pacote #5495 <0> OK
Pacote #5496 <0> OK
Pacote #5497 <0> OK
Pacote #5498 <0> OK
Pacote #5499 <0> OK
Pacote #5500 <0> OK
Pacote #5501 <0> OK
Pacote #5502 <0> OK
Pacote #5503 <0> OK
Pacote #5504 <0> OK
Pacote #5505 <0> OK
Pacote #5506 <0> OK
Pacote #5507 <0> OK
Pacote #5508 <0> OK
Pacote #5509 <0> OK
Pacote #5510 <0> OK
Pacote #5511 <0> OK
Pacote #5512 <0> OK
Pacote #5513 <0> OK
Pacote #5514 <0> OK
Pacote #5515 <0> OK
Pacote #5516 <0> OK
Pacote #5517 <0> OK
Pacote #5518 <0> OK
Pacote #5519 <0> OK
Pacote #5520 <0> OK
Pacote #5521 <0> OK
Pacote #5522 <0> OK
Pacote #5523 <0> OK
Pacote #5524 <0> OK
Pacote #5525 <0> OK
Pacote #5526 <0> OK
Pacote #5527 <0> OK
Pacote #5528 <0> OK
Pacote #5529 <0> OK
Pacote #5530 <0> OK
Pacote #5531 <0> OK
Pacote #5532 <0> OK
Pacote #5533 <0> OK
Pacote #5534 <0> OK
Pacote #5535 <0> OK
Pacote #5536 <0> OK
Pacote #5537 <0> OK
Pacote #5538 <0> OK
Pacote #5539 <0> OK
Pacote #5540 <0> OK
Pacote #5541 <0> OK
Pacote #5542 <0> OK
Pacote #5543 <0> OK
Pacote #5544 <0> OK
Pacote #5545 <0> OK
Pacote #5546 <0> OK
Pacote #5547 <0> OK
Pacote #5548 <0> OK
Pacote #5549 <0> OK
Pacote #5550 <0> OK
Pacote #5551 <0> OK
Pacote #5552 <0> OK
Pacote #5553 <0> OK
Pacote #5554 <0> OK
Pacote #5555 <0> OK
Pacote #5556 <0> OK
Pacote #5557 <0> OK
Pacote #5558 <0> OK
Pacote #5559 <0> OK
Pacote #5560 <0> OK
Pacote #5561 <0> OK
Pacote #5562 <0> OK
Pacote #5563 <0> OK
Pacote #5564 <0> OK
Pacote #5565 <0> OK
Pacote #5566 <0> OK
Pacote #5567 <0> OK
Pacote #5568 <0> OK
Pacote #5569 <0> OK
Pacote #5570 <0> OK
Pacote #5571 <0> OK
Pacote #5572 <0> OK
Pacote #5573 <0> OK
Pacote #5574 <0> OK
Pacote #5575 <0> OK
Pacote #5576 <0> OK
Pacote #5577 <0> OK
Pacote #5578 <0> OK
Pacote #5579 <0> OK
Pacote #5580 <0> OK
Pacote #5581 <0> OK
Pacote #5582 <0> OK
Pacote #5583 <0> OK
Pacote #5584 <0> OK
Pacote #5585 <0> OK
Pacote #5586 <0> OK
Pacote #5587 <0> OK
Pacote #5588 <0> OK
Pacote #5589 <0> OK
Pacote #5590 <0> OK
Pacote #5591 <0> OK
Pacote #5592 <0> OK
Pacote #5593 <0> OK
Pacote #5594 <0> OK
Pacote #5595 <0> OK
Pacote #5596 <0> OK
Pacote #5597 <0> OK
Pacote #5598 <0> OK
Pacote #5599 <0> OK
Pacote #5600 <0> OK
Pacote #5601 <0> OK
Pacote #5602 <0> OK
Pacote #5603 <0> OK
Pacote #5604 <0> OK
Pacote #5605 <0> OK
Pacote #5606 <0> OK
Pacote #5607 <0> OK
Pacote #5608 <0> OK
Pacote #5609 <0> OK
Pacote #5610 <0> OK
Pacote #5611 <0> OK
Pacote #5612 <0> OK
Pacote #5613 <0> OK
Pacote #5614 <0> OK
Pacote #5615 <0> OK
Pacote #5616 <0> OK
Pacote #5617 <0> OK
Pacote #5618 <0> OK
Pacote #5619 <0> OK
Pacote #5620 <0> OK
Pacote #5621 <0> OK
Pacote #5622 <0> OK
Pacote #5623 <0> OK
Pacote #5624 <0> OK
Pacote #5625 <0> OK
Pacote #5626 <0> OK
Pacote #5627 <0> OK
Pacote #5628 <0> OK
Pacote #5629 <0> OK
Pacote #5630 <0> OK
Pacote #5631 <0> OK
Pacote #5632 <0> OK
Pacote #5633 <0> OK
Pacote #5634 <0> OK
Pacote #5635 <0> OK
Pacote #5636 <0> OK
Pacote #5637 <0> OK
Pacote #5638 <0> OK
Pacote #5639 <0> OK
Pacote #5640 <0> OK
Pacote #5641 <0> OK
Pacote #5642 <0> OK
Pacote #5643 <0> OK
Pacote #5644 <0> OK
Pacote #5645 <0> OK
Pacote #5646 <0> OK
Pacote #5647 <0> OK
Pacote #5648 <0> OK
Pacote #5649 <0> OK
Pacote #5650 <0> OK
Pacote #5651 <0> OK
Pacote #5652 <0> OK
Pacote #5653 <0> OK
Pacote #5654 <0> OK
Pacote #5655 <0> OK
Pacote #5656 <0> OK
Pacote #5657 <0> OK
Pacote #5658 <0> OK
Pacote #5659 <0> OK
Pacote #5660 <0> OK
Pacote #5661 <0> OK
Pacote #5662 <0> OK
Pacote #5663 <0> OK
Pacote #5664 <0> OK
Pacote #5665 <0> OK
Pacote #5666 <0> OK
Pacote #5667 <0> OK
Pacote #5668 <0> OK
Pacote #5669 <0> OK
Pacote #5670 <0> OK
Pacote #5671 <0> OK
Pacote #5672 <0> OK
Pacote #5673 <0> OK
Pacote #5674 <0> OK
Pacote #5675 <0> OK
Pacote #5676 <0> OK
Pacote #5677 <0> OK
Pacote #5678 <0> OK
Pacote #5679 <0> OK
Pacote #5680 <0> OK
Pacote #5681 <0> OK
Pacote #5682 <0> OK
Pacote #5683 <0> OK
Pacote #5684 <0> OK
Pacote #5685 <0> OK
Pacote #5686 <0> OK
Pacote #5687 <0> OK
Pacote #5688 <0> OK
Pacote #5689 <0> OK
Pacote #5690 <0> OK
Pacote #5691 <0> OK
Pacote #5692 <0> OK
Pacote #5693 <0> OK
Pacote #5694 <0> OK
Pacote #5695 <0> OK
Pacote #5696 <0> OK
Pacote #5697 <0> OK
Pacote #5698 <0> OK
Pacote #5699 <0> OK
Pacote #5700 <0> OK
Pacote #5701 <0> OK
Pacote #5702 <0> OK
Pacote #5703 <0> OK
Pacote #5704 <0> OK
Pacote #5705 <0> OK
Pacote #5706 <0> OK
Pacote #5707 <0> OK
Pacote #5708 <0> OK
Pacote #5709 <0> OK
Pacote #5710 <0> OK
Pacote #5711 <0> OK
Pacote #5712 <0> OK
Pacote #5713 <0> OK
Pacote #5714 <0> OK
Pacote #5715 <0> OK
Pacote #5716 <0> OK
Pacote #5717 <0> OK
Pacote #5718 <0> OK
Pacote #5719 <0> OK
Pacote #5720 <0> OK
Pacote #5721 <0> OK
Pacote #5722 <0> OK
Pacote #5723 <0> OK
Pacote #5724 <0> OK
Pacote #5725 <0> OK
Pacote #5726 <0> OK
Pacote #5727 <0> OK
Pacote #5728 <0> OK
Pacote #5729 <0> OK
Pacote #5730 <0> OK
Pacote #5731 <0> OK
Pacote #5732 <0> OK
Pacote #5733 <0> OK
Pacote #5734 <0> OK
Pacote #5735 <0> OK
Pacote #5736 <0> OK
Pacote #5737 <0> OK
Pacote #5738 <0> OK
Pacote #5739 <0> OK
Pacote #5740 <0> OK
Pacote #5741 <0> OK
Pacote #5742 <0> OK
Pacote #5743 <0> OK
Pacote #5744 <0> OK
Pacote #5745 <0> OK
Pacote #5746 <0> OK
Pacote #5747 <0> OK
Pacote #5748 <0> OK
Pacote #5749 <0> OK
Pacote #5750 <0> OK
Pacote #5751 <0> OK
Pacote #5752 <0> OK
Pacote #5753 <0> OK
Pacote #5754 <0> OK
Pacote #5755 <0> OK
Pacote #5756 <0> OK
Pacote #5757 <0> OK
Pacote #5758 <0> OK
Pacote #5759 <0> OK
Pacote #5760 <0> OK
Pacote #5761 <0> OK
Pacote #5762 <0> OK
Pacote #5763 <0> OK
Pacote #5764 <0> OK
Pacote #5765 <0> OK
Pacote #5766 <0> OK
Pacote #5767 <0> OK
Pacote #5768 <0> OK
Pacote #5769 <0> OK
Pacote #5770 <0> OK
Pacote #5771 <0> OK
Pacote #5772 <0> OK
Pacote #5773 <0> OK
Pacote #5774 <0> OK
Pacote #5775 <0> OK
Pacote #5776 <0> OK
Pacote #5777 <0> OK
Pacote #5778 <0> OK
Pacote #5779 <0> OK
Pacote #5780 <0> OK
Pacote #5781 <0> OK
Pacote #5782 <0> OK
Pacote #5783 <0> OK
Pacote #5784 <0> OK
Pacote #5785 <0> OK
Pacote #5786 <0> OK
Pacote #5787 <0> OK
Pacote #5788 <0> OK
Pacote #5789 <0> OK
Pacote #5790 <0> OK
Pacote #5791 <0> OK
Pacote #5792 <0> OK
Pacote #5793 <0> OK
Pacote #5794 <0> OK
Pacote #5795 <0> OK
Pacote #5796 <0> OK
Pacote #5797 <0> OK
Pacote #5798 <0> OK
Pacote #5799 <0> OK
Pacote #5800 <0> OK
Pacote #5801 <0> OK
Pacote #5802 <0> OK
Pacote #5803 <0> OK
Pacote #5804 <0> OK
Pacote #5805 <0> OK
Pacote #5806 <0> OK
Pacote #5807 <0> OK
Pacote #5808 <0> OK
Pacote #5809 <0> OK
Pacote #5810 <0> OK
Pacote #5811 <0> OK
Pacote #5812 <0> OK
Pacote #5813 <0> OK
Pacote #5814 <0> OK
Pacote #5815 <0> OK
Pacote #5816 <0> OK
Pacote #5817 <0> OK
Pacote #5818 <0> OK
Pacote #5819 <0> OK
Pacote #5820 <0> OK
Pacote #5821 <0> OK
Pacote #5822 <0> OK
Pacote #5823 <0> OK
Pacote #5824 <0> OK
Pacote #5825 <0> OK
Pacote #5826 <0> OK
Pacote #5827 <0> OK
Pacote #5828 <0> OK
Pacote #5829 <0> OK
Pacote #5830 <0> OK
Pacote #5831 <0> OK
Pacote #5832 <0> OK
Pacote #5833 <0> OK
Pacote #5834 <0> OK
Pacote #5835 <0> OK
Pacote #5836 <0> OK
Pacote #5837 <0> OK
Pacote #5838 <0> OK
Pacote #5839 <0> OK
Pacote #5840 <0> OK
Pacote #5841 <0> OK
Pacote #5842 <0> OK
Pacote #5843 <0> OK
Pacote #5844 <0> OK
Pacote #5845 <0> OK
Pacote #5846 <0> OK
Pacote #5847 <0> OK
Pacote #5848 <0> OK
Pacote #5849 <0> OK
Pacote #5850 <0> OK
Pacote #5851 <0> OK
Pacote #5852 <0> OK
Pacote #5853 <0> OK
Pacote #5854 <0> OK
Pacote #5855 <0> OK
Pacote #5856 <0> OK
Pacote #5857 <0> OK
Pacote #5858 <0> OK
Pacote #5859 <0> OK
Pacote #5860 <0> OK
Pacote #5861 <0> OK
Pacote #5862 <0> OK
Pacote #5863 <0> OK
Pacote #5864 <0> OK
Pacote #5865 <0> OK
Pacote #5866 <0> OK
Pacote #5867 <0> OK
Pacote #5868 <0> OK
Pacote #5869 <0> OK
Pacote #5870 <0> OK
Pacote #5871 <0> OK
Pacote #5872 <0> OK
Pacote #5873 <0> OK
Pacote #5874 <0> OK
Pacote #5875 <0> OK
Pacote #5876 <0> OK
Pacote #5877 <0> OK
Pacote #5878 <0> OK
Pacote #5879 <0> OK
Pacote #5880 <0> OK
Pacote #5881 <0> OK
Pacote #5882 <0> OK
Pacote #5883 <0> OK
Pacote #5884 <0> OK
Pacote #5885 <0> OK
Pacote #5886 <0> OK
Pacote #5887 <0> OK
Pacote #5888 <0> OK
Pacote #5889 <0> OK
Pacote #5890 <0> OK
Pacote #5891 <0> OK
Pacote #5892 <0> OK
Pacote #5893 <0> OK
Pacote #5894 <0> OK
Pacote #5895 <0> OK
Pacote #5896 <0> OK
Pacote #5897 <0> OK
Pacote #5898 <0> OK
Pacote #5899 <0> OK
Pacote #5900 <0> OK
Pacote #5901 <0> OK
Pacote #5902 <0> OK
Pacote #5903 <0> OK
Pacote #5904 <0> OK
Pacote #5905 <0> OK
Pacote #5906 <0> OK
Pacote #5907 <0> OK
Pacote #5908 <0> OK
Pacote #5909 <0> OK
Pacote #5910 <0> OK
Pacote #5911 <0> OK
Pacote #5912 <0> OK
Pacote #5913 <0> OK
Pacote #5914 <0> OK
Pacote #5915 <0> OK
Pacote #5916 <0> OK
Pacote #5917 <0> OK
Pacote #5918 <0> OK
Pacote #5919 <0> OK
Pacote #5920 <0> OK
Pacote #5921 <0> OK
Pacote #5922 <0> OK
Pacote #5923 <0> OK
Pacote #5924 <0> OK
Pacote #5925 <0> OK
Pacote #5926 <0> OK
Pacote #5927 <0> OK
Pacote #5928 <0> OK
Pacote #5929 <0> OK
Pacote #5930 <0> OK
Pacote #5931 <0> OK
Pacote #5932 <0> OK
Pacote #5933 <0> OK
Pacote #5934 <0> OK
Pacote #5935 <0> OK
Pacote #5936 <0> OK
Pacote #5937 <0> OK
Pacote #5938 <0> OK
Pacote #5939 <0> OK
Pacote #5940 <0> OK
Pacote #5941 <0> OK
Pacote #5942 <0> OK
Pacote #5943 <0> OK
Pacote #5944 <0> OK
Pacote #5945 <0> OK
Pacote #5946 <0> OK
Pacote #5947 <0> OK
Pacote #5948 <0> OK
Pacote #5949 <0> OK
Pacote #5950 <0> OK
Pacote #5951 <0> OK
Pacote #5952 <0> OK
Pacote #5953 <0> OK
Pacote #5954 <0> OK
Pacote #5955 <0> OK
Pacote #5956 <0> OK
Pacote #5957 <0> OK
Pacote #5958 <0> OK
Pacote #5959 <0> OK
Pacote #5960 <0> OK
Pacote #5961 <0> OK
Pacote #5962 <0> OK
Pacote #5963 <0> OK
Pacote #5964 <0> OK
Pacote #5965 <0> OK
Pacote #5966 <0> OK
Pacote #5967 <0> OK
Pacote #5968 <0> OK
Pacote #5969 <0> OK
Pacote #5970 <0> OK
Pacote #5971 <0> OK
Pacote #5972 <0> OK
Pacote #5973 <0> OK
Pacote #5974 <0> OK
Pacote #5975 <0> OK
Pacote #5976 <0> OK
Pacote #5977 <0> OK
Pacote #5978 <0> OK
Pacote #5979 <0> OK
Pacote #5980 <0> OK
Pacote #5981 <0> OK
Pacote #5982 <0> OK
Pacote #5983 <0> OK
Pacote #5984 <0> OK
Pacote #5985 <0> OK
Pacote #5986 <0> OK
Pacote #5987 <0> OK
Pacote #5988 <0> OK
Pacote #5989 <0> OK
Pacote #5990 <0> OK
Pacote #5991 <0> OK
Pacote #5992 <0> OK
Pacote #5993 <0> OK
Pacote #5994 <0> OK
Pacote #5995 <0> OK
Pacote #5996 <0> OK
Pacote #5997 <0> OK
Pacote #5998 <0> OK
Pacote #5999 <0> OK
Pacote #6000 <0> OK
Pacote #6001 <0> OK
Pacote #6002 <0> OK
Pacote #6003 <0> OK
Pacote #6004 <0> OK
Pacote #6005 <0> OK
Pacote #6006 <0> OK
Pacote #6007 <0> OK
Pacote #6008 <0> OK
Pacote #6009 <0> OK
Pacote #6010 <0> OK
Pacote #6011 <0> OK
Pacote #6012 <0> OK
Pacote #6013 <0> OK
Pacote #6014 <0> OK
Pacote #6015 <0> OK
Pacote #6016 <0> OK
Pacote #6017 <0> OK
Pacote #6018 <0> OK
Pacote #6019 <0> OK
Pacote #6020 <0> OK
Pacote #6021 <0> OK
Pacote #6022 <0> OK
Pacote #6023 <0> OK
Pacote #6024 <0> OK
